T,Euribor1Y,HICP,CORE,IPI,EXRATE,NFCRATE,VOL,M3,GDP,LP,UNRATE
2001.5,4.3109,4.35786200767458,4.40060302024682,4.60874800733598,4.41928502020569,5.38,26.93265,15.4668751345464,,,8.45498
2001.5833333333333,4.1075,4.35850208962692,4.40231933794164,4.6289507146535,4.45123891133184,5.32,26.2073809523809,15.4736064353537,,,8.47352
2001.6666666666667,3.77,4.36080299822226,4.4040327149365,4.61687813341923,4.46038894294524,5.06,49.8201666666667,15.4825056158454,14.7294852498873,4.4837469258036,8.49914
2001.75,3.3694,4.36093067137915,4.40635332666494,4.60772707820187,4.46089967013274,4.77,44.3934142857143,15.4896200451839,,,8.52537
2001.8333333333333,3.1979,4.36093067137915,4.4083033577521,4.60157951785736,4.44390529762558,4.64,34.79104,15.4965687937752,,,8.55875
2001.9166666666667,3.2981,4.36207899686419,4.41012806478476,4.60874800733598,4.44871402156875,4.66,31.4752333333333,15.5024432579554,14.7291007065438,4.48244738046152,8.5708
2002.0,3.4832,4.36843468115441,4.41425178196862,4.60465802208445,4.44497553435849,4.67,28.73584,15.5064910373358,,,8.56119
2002.0833333333333,3.5936,4.36957442673464,4.4160656768973,4.60874800733598,4.43586691937821,4.81,29.0469,15.5077177959302,,,8.60593
2002.1666666666667,3.8156,4.37185002822232,4.41763506214125,4.61586547510484,4.43834201638449,4.91,23.5770944444444,15.5118539751171,14.7311045992059,4.48469099007009,8.57597
2002.25,3.8602,4.37462430490712,4.41896108246695,4.60976789523672,4.44262105205959,4.92,24.2036,15.5171383325255,,,8.63663
2002.3333333333333,3.9627,4.37563122758502,4.42064620563894,4.61282133272361,4.46585940897536,4.96,26.323565,15.5245134040684,,,8.66489
2002.4166666666667,3.8688,4.37575702166029,4.4224485491728,4.61788976729407,4.49587561942384,4.88,35.287,15.5273387994158,14.7358739333559,4.48810577113339,8.70096
2002.5,3.6448,4.37801861327634,4.42472686420591,4.61180455581852,4.51705265502599,4.79,54.2049666666667,15.5325806039774,,,8.77135
2002.5833333333333,3.4404,4.37952350445576,4.42592389571106,4.61788976729407,4.51117904124809,4.64,51.501685,15.5394860675341,,,8.81472
2002.6666666666667,3.2364,4.3815265096322,4.42700000031661,4.62192609971653,4.51362558256852,4.52,56.9812210526316,15.5490526410744,14.7404136329157,4.49314770008831,8.85591
2002.75,3.1259,4.38327585407431,4.42855233211082,4.61282133272361,4.5181317494527,4.42,56.1144952380952,15.5526232213287,,,8.89112
2002.8333333333333,3.0174,4.38327585407431,4.43057867525605,4.62192609971653,4.52672691678834,4.36,43.8699631578947,15.5617805597253,,,8.94346
2002.9166666666667,2.8716,4.38489750976556,4.43188765384481,4.60976789523672,4.53783587264232,4.21,45.39265,15.5677373053694,14.7423199067113,4.49525075028509,9.01407
2003.0,2.7045,4.38974675768902,4.43319492124828,4.61687813341923,4.56590324869036,4.13,45.796655,15.5749510157425,,,9.08732
2003.0833333333333,2.5036,4.39271926421263,4.43426323400939,4.61890037879999,4.57963582510209,4.05,46.1041611111111,15.5832225231414,,,9.11795
2003.1666666666667,2.4112,4.39555964895647,4.43604122298012,4.61990997000135,4.58640178728519,3.97,53.6217684210526,15.5870790544998,14.7396777171842,4.49162607516781,9.17708
2003.25,2.447,4.39444915467244,4.43746134156198,4.61788976729407,4.58843168970081,3.92,40.6870444444444,15.6000899788939,,,9.16955
2003.3333333333333,2.2521,4.39383168012364,4.43887944626666,4.6005512401318,4.62644460998792,3.84,34.0878,15.6044483834304,,,9.18179
2003.4166666666667,2.0137,4.39555964895647,4.44017761131591,4.60363290666921,4.62976044002086,3.53,30.5295578947368,15.6056615676479,14.7400277594586,4.49256273370719,9.2374
2003.5,2.0761,4.39728463706286,4.44135630074988,4.61788976729407,4.61488438834466,3.5,28.0623428571429,15.6120635200264,,,9.20395
2003.5833333333333,2.2786,4.39962094307483,4.44229825301545,4.59849150716879,4.60310680603898,3.57,26.9486842105263,15.6163510033685,,,9.16529
2003.6666666666667,2.2576,4.40219684146326,4.44429696040001,4.60465802208445,4.60275638073147,3.51,28.48644,15.6167486296374,14.7465250414527,4.49734938694201,9.20501
2003.75,2.3025,4.40305400186596,4.44547080723042,4.62192609971653,4.6232019807949,3.51,27.7012428571429,15.625502631798,,,9.20108
